source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,valid_start_date,valid_end_date,invalid_reason
MIMIC4,*NF* Epirubicin,Maps to,1344354,epirubicin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Erlotinib,Maps to,1325363,erlotinib,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Ertapenem Sodium 1g Vial,Maps to,35606488,ertapenem 1000 MG Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Imiglucerase,Maps to,1348407,imiglucerase,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Interferon Alfacon-1,Maps to,1781314,interferon alfacon-1,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Iron Sucrose,Maps to,1395773,iron sucrose,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Moxifloxacin,Maps to,1716903,moxifloxacin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Pegaspargase,Maps to,1326481,pegaspargase,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Pentostatin,Maps to,19031224,pentostatin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Rasburicase 1.5mg Vial,Maps to,42629465,rasburicase 1.5 MG Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Sildenafil Citrate,Maps to,1316262,sildenafil,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Sunitinib,Maps to,1336539,sunitinib,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Temozolomide,Maps to,1341149,temozolomide,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Warfarin,Maps to,1310149,warfarin,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,*NF* Zaleplon,Maps to,720727,zaleplon,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,-0.0194 mg,Maps to,8576,milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-109000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-120000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-125 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-200 mg,Maps to,8576,milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-200 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-250 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-30000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-400 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-5.86 gram,Maps to,8504,gram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-60000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,-61000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/ 500mL D5W,Maps to,9257,per milliliter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/0mg,Maps to,9256,per milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/hour,Maps to,44777557,per hour,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/hpf,Maps to,8786,per high power field,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/hr,Maps to,44777557,per hour,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/min,Maps to,8541,per minute,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,/mm3,Maps to,8785,per cubic millimeter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,0 mg,Maps to,8576,milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,0.45% Sodium Chloride 1000mL Bag,Maps to,40221369,1000 ML sodium chloride 4.5 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.83% Sodium Chloride,Maps to,967823,sodium chloride,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride,Maps to,967823,sodium chloride,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride (EXCEL BAG),Maps to,967823,sodium chloride,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride (Mini Bag Plus) 100mL Bag,Maps to,40221385,100 ML sodium chloride 9 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride 1000mL Bag,Maps to,40220357,1000 ML sodium chloride 9 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride 100mL Bag,Maps to,40221385,100 ML sodium chloride 9 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride 250mL Bag,Maps to,40221386,250 ML sodium chloride 9 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride 500mL Bag,Maps to,40221387,500 ML sodium chloride 9 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride 50mL Bag,Maps to,40221384,50 ML sodium chloride 9 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0.9% Sodium Chloride P.F. (Syringe),Maps to,967823,sodium chloride,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,0/mg,Maps to,9256,per milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,0mg,Maps to,8576,milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,0mg/mg,Maps to,9565,milligram per milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,1 mg/mL,Maps to,8861,milligram per milliliter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,1/2 NS,Maps to,967823,sodium chloride,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,1/2 NS 1000mL Bag,Maps to,40221369,1000 ML sodium chloride 4.5 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,1/2 NS 3000 mL Bag,Maps to,40221369,1000 ML sodium chloride 4.5 MG/ML Injection,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,1/4 NS,Maps to,967823,sodium chloride,RxNorm,Drug,04-24-2024,12-31-2099,
MIMIC4,10 ml,Maps to,8587,milliliter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,1000ML NS,Maps to,8587,milliliter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,100mL SW,Maps to,8587,milliliter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,11-Deoxycorticosterone,Maps to,4017632,11-deoxycorticosterone measurement,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,12 ml,Maps to,8587,milliliter,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,136000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,14 G Infiltration Scale,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 G Phlebitis Scale,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 G Phlebitis Scale,Is a,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,14 Gauge,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 Gauge Cap Change,Has relat context,4266649,14G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,14 Gauge Dressing Change,Has relat context,4266649,14G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,14 Gauge Dressing Change,Is a,4078224,Change of dressing,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,14 Gauge Dressing Occlusive,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 Gauge Dressing Occlusive,Has relat context,40490870,Occlusive dressing technique,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,14 Gauge Insertion Date,Has asso proc,37204303,Insertion procedure,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,14 Gauge Insertion Date,Has relat context,4266649,14G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,14 Gauge placed in outside facility,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 Gauge placed in the field,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 Gauge Reason Discontinued,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,14 Gauge Reason Discontinued,Is a,4190104,Procedure discontinued,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,14 Gauge Site Appear,Has relat context,4266649,14G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,15000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,15U SQ,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,16 G Infiltration Scale,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 G Phlebitis Scale,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 G Phlebitis Scale,Is a,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,16 Gauge,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 Gauge,Is a,4049832,Insertion of peripheral venous cannula into peripheral vein,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Cap Change,Has relat context,4172546,16G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,16 Gauge Dressing Change,Has relat context,4172546,16G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,16 Gauge Dressing Change,Is a,4078224,Change of dressing,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,16 Gauge Dressing Occlusive,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Dressing Occlusive,Has relat context,40490870,Occlusive dressing technique,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Insertion Date,Has asso proc,37204303,Insertion procedure,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,16 Gauge Insertion Date,Has relat context,4172546,16G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,16 Gauge placed in outside facility,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 Gauge placed in the field,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Reason Discontinued,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Reason Discontinued,Is a,4190104,Procedure discontinued,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Site Appear,Has relat context,4172546,16G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,16 Gauge Site Appear,Is a,45766147,Appearance,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,17-Hydroxycorticosteroids,Maps to,4017774,17-hydroxycorticosteroid measurement,SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,"17-Ketosteroids, Urine",Subsumes,4324980,"17-Ketosteroids measurement, fractionation, urine",SNOMED,Measurement,04-24-2024,12-31-2099,
MIMIC4,18 G Infiltration Scale,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 G Phlebitis Scale,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 G Phlebitis Scale,Is a,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,18 Gauge,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 Gauge,Is a,4049832,Insertion of peripheral venous cannula into peripheral vein,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,18 Gauge Cap Change,Has relat context,4079015,18G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,18 Gauge Dressing Change,Has relat context,4079015,18G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,18 Gauge Dressing Change,Is a,4078224,Change of dressing,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,18 Gauge Dressing Occlusive,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 Gauge Dressing Occlusive,Has relat context,40490870,Occlusive dressing technique,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,18 Gauge Insertion Date,Has asso proc,37204303,Insertion procedure,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,18 Gauge Insertion Date,Has relat context,4079015,18G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,18 Gauge placed in outside facility,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 Gauge placed in the field,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 Gauge Reason Discontinued,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 Gauge Reason Discontinued,Is a,4190104,Procedure discontinued,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,18 Gauge Site Appear,Has relat context,4079015,18G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,18 mg iron,Maps to,8576,milligram,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,180000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,1X,Maps to,4226232,Once,SNOMED,Observation,04-24-2024,12-31-2099,
MIMIC4,1X/DAY,Maps to,4041300,Once daily,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,1X/WEEK,Maps to,4021821,Once a week,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,1XHS,Maps to,4145075,Once per hour,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,20 G Infiltration Scale,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 G Phlebitis Scale,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 G Phlebitis Scale,Is a,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,20 Gauge,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 Gauge,Is a,4049832,Insertion of peripheral venous cannula into peripheral vein,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,20 Gauge Cap Change,Has relat context,4131465,20G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,20 Gauge Dressing Change,Has relat context,4131465,20G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,20 Gauge Dressing Change,Is a,4078224,Change of dressing,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,20 Gauge Dressing Occlusive,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 Gauge Dressing Occlusive,Has relat context,40490870,Occlusive dressing technique,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,20 Gauge Insertion Date,Has asso proc,37204303,Insertion procedure,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,20 Gauge Insertion Date,Has relat context,4131465,20G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,20 Gauge placed in outside facility,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 Gauge placed in the field,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 Gauge Reason Discontinued,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,20 Gauge Reason Discontinued,Is a,4190104,Procedure discontinued,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,20 Gauge Site Appear,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,200 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,218000 unit,Maps to,8510,unit,UCUM,Unit,04-24-2024,12-31-2099,
MIMIC4,22 G Infiltration Scale,Has relat context,4131465,20G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 G Phlebitis Scale,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 G Phlebitis Scale,Is a,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,22 Gauge,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 Gauge,Is a,4049832,Insertion of peripheral venous cannula into peripheral vein,SNOMED,Procedure,02-06-2024,12-31-2099,
MIMIC4,22 Gauge Cap Change,Has relat context,4131985,22G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,22 Gauge Dressing Change,Has relat context,4131985,22G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,22 Gauge Dressing Change,Is a,4078224,Change of dressing,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,22 Gauge Dressing Occlusive,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 Gauge Dressing Occlusive,Has relat context,40490870,Occlusive dressing technique,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,22 Gauge Insertion Date,Has asso proc,37204303,Insertion procedure,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,22 Gauge Insertion Date,Has relat context,4131985,22G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,22 Gauge placed in outside facility,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 Gauge placed in the field,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 Gauge Reason Discontinued,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,22 Gauge Reason Discontinued,Is a,4190104,Procedure discontinued,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,22 Gauge Site Appear,Has relat context,4131985,22G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 G Infiltration Scale,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 G Phlebitis Scale,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 G Phlebitis Scale,Is a,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-06-2024,12-31-2099,
MIMIC4,24 Gauge,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 Gauge Cap Change,Has relat context,4131986,24G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,24 Gauge Dressing Change,Has relat context,4131986,24G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,24 Gauge Dressing Change,Is a,4078224,Change of dressing,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,24 Gauge Dressing Occlusive,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 Gauge Dressing Occlusive,Has relat context,40490870,Occlusive dressing technique,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,24 Gauge Insertion Date,Has asso proc,37204303,Insertion procedure,SNOMED,Procedure,04-24-2024,12-31-2099,
MIMIC4,24 Gauge Insertion Date,Has relat context,4131986,24G,SNOMED,Meas Value,04-24-2024,12-31-2099,
MIMIC4,24 Gauge placed in outside facility,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 Gauge placed in the field,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 Gauge Reason Discontinued,Has relat context,4131986,24G,SNOMED,Meas Value,02-06-2024,12-31-2099,
MIMIC4,24 Gauge Reason Discontinued,Is a,4190104,Procedure discontinued,SNOMED,Observation,02-06-2024,12-31-2099,
MIMIC4,24 hr Calcium,Maps to,3007687,Calcium [Mass/time] in 24 hour Urine,LOINC,Measurement,09-15-2022,12-31-2099,
MIMIC4,24 hr Creatinine,Maps to,3004239,Creatinine [Mass/time] in 24 hour Urine,LOINC,Measurement,11-22-2022,12-31-2099,
MIMIC4,24 hr Protein,Maps to,3020876,Protein [Mass/time] in 24 hour Urine,LOINC,Measurement,11-22-2022,12-31-2099,
MIMIC4,240 mg (46),Maps to,8576,milligram,UCUM,Unit,04-24-2024,12-31-2099,
