mapping_set_id,subject_category,subject_id,subject_label,predicate_id,confidence,object_id,object_label,mapping_justification,author_id,author_label,mapping_date
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228206,Tandem Heart Access Line Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227753,Dialysis Catheter Placement Confirmed by X-ray,skos:relatedMatch,1,OMOP:4265605,Dialysis catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225767,Sheath Site Appear,skos:relatedMatch,1,OMOP:4160628,Catheter sheath,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227439,Indwelling Port (PortaCath) placed in outside facility,skos:broadMatch,1,OMOP:1340204,History of event,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226121,Tunneled (Hickman) placed in outside facility,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225746,Pheresis Catheter Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225738,CCO PAC Discontinued,skos:relatedMatch,1,OMOP:4082378,Cardiac output monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227751,CCO PAC Placement Confirmed by X-ray,skos:relatedMatch,1,OMOP:4262295,Pulmonary artery catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225726,Tunneled (Hickman) Line Tip Cultured,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225987,IABP Power Source,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228170,Impella Line Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227357,Dialysis Catheter Dressing Occlusive,skos:relatedMatch,1,OMOP:4265605,Dialysis catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227356,Sheath Line Dressing Occlusive,skos:relatedMatch,1,OMOP:40490870,Occlusive dressing technique,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227761,Sheath Placement Confirmed by X-ray,skos:relatedMatch,1,OMOP:4160628,Catheter sheath,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225341,IABP Art. Waveform Appear,skos:broadMatch,1,OMOP:4269442,Waveform observable,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225323,Dialysis Catheter Site Appear,skos:relatedMatch,1,OMOP:4265605,Dialysis catheter,semapv:LexicalSimilarityThresholdMatching,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226130,ICP Line Site Appear,skos:relatedMatch,1,OMOP:4230994,Intracranial pressure catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225986,IABP Arterial Waveform Source,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225742,IABP Line Discontinued,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225980,IABP Volume,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227355,IABP Dressing Occlusive,skos:relatedMatch,1,OMOP:40490870,Occlusive dressing technique,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225723,CCO PAC Line Tip Cultured,skos:relatedMatch,1,OMOP:4082378,Cardiac output monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225745,PA Catheter Discontinued,skos:relatedMatch,1,OMOP:4262295,Pulmonary artery catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226131,ICP Line Tip Cultured,skos:broadMatch,1,OMOP:4189544,Microbial culture,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226130,ICP Line Site Appear,skos:broadMatch,1,OMOP:45766147,Appearance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227725,AVA Line Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227356,Sheath Line Dressing Occlusive,skos:relatedMatch,1,OMOP:4160628,Catheter sheath,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225739,Cordis/Introducer Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225982,IABP Balloon Waveform,skos:broadMatch,1,OMOP:4269442,Waveform observable,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226114,PA Catheter placed in outside facility,skos:relatedMatch,1,OMOP:4262295,Pulmonary artery catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225737,Arterial Line Discontinued,skos:relatedMatch,1,OMOP:4126195,Arterial line,semapv:LexicalSimilarityThresholdMatching,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225979,IABP Size,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225985,IABP Helium Tubing,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225748,Indwelling Port (PortaCath) Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226108,CCO PAC placed in outside facility,skos:relatedMatch,1,OMOP:4082378,Cardiac output monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225217,Trauma Line Site Appear,skos:broadMatch,1,OMOP:45766147,Appearance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227751,CCO PAC Placement Confirmed by X-ray,skos:relatedMatch,1,OMOP:4082378,Cardiac output monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:229544,EKOS Line Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:LevenshteinEditDistance,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:224281,Multi Lumen Site Appear,skos:broadMatch,1,OMOP:45766147,Appearance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225732,PICC Line Tip Cultured,skos:relatedMatch,1,OMOP:4161814,Peripherally inserted central catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225736,Triple Introducer Line Tip Cultured,skos:broadMatch,1,OMOP:4189544,Microbial culture,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225339,IABP Site Appear,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225731,Pheresis Catheter Line Tip Cultured,skos:broadMatch,1,OMOP:4189544,Microbial culture,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226112,Midline placed in outside facility,skos:relatedMatch,1,OMOP:4161551,Midline,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228293,IO Site Appearance,skos:relatedMatch,1,OMOP:4326816,Intraosseous cannulation,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227726,AVA Line Tip Cultured,skos:broadMatch,1,OMOP:4189544,Microbial culture,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225738,CCO PAC Discontinued,skos:relatedMatch,1,OMOP:4262295,Pulmonary artery catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226107,Arterial Line placed in outside facility,skos:relatedMatch,1,OMOP:4126195,Arterial line,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228164,Impella Catheter Site,skos:broadMatch,1,OMOP:4078442,Catheter procedure,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226134,ICP Line Zero/Calibrate,skos:relatedMatch,1,OMOP:4230994,Intracranial pressure catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228214,Tandem Heart Access Line Site Appear,skos:broadMatch,1,OMOP:45766147,Appearance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227352,CCO PAC Dressing Occlusive,skos:relatedMatch,1,OMOP:4082378,Cardiac output monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:229553,Avalon Line Site Appear,skos:relatedMatch,1,OMOP:4300975,Line insertion site,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226133,ICP Line Waveform Appear,skos:relatedMatch,1,OMOP:4230994,Intracranial pressure catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228290,IO Dressing,skos:relatedMatch,1,OMOP:4326816,Intraosseous cannulation,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228219,Tandem Heart Return Cannula Dressing Occlusive,skos:relatedMatch,1,OMOP:40490870,Occlusive dressing technique,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225227,CCO PAC Waveform Appear,skos:broadMatch,1,OMOP:4269442,Waveform observable,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226118,Dialysis Catheter placed in outside facility,skos:relatedMatch,1,OMOP:4265605,Dialysis catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225770,Sheath Waveform Appear,skos:broadMatch,1,OMOP:4269442,Waveform observable,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225725,Dialysis Catheter Tip Cultured,skos:relatedMatch,1,OMOP:4265605,Dialysis catheter,semapv:LexicalSimilarityThresholdMatching,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225732,PICC Line Tip Cultured,skos:broadMatch,1,OMOP:4189544,Microbial culture,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227350,Cordis/Introducer Dressing Occlusive,skos:relatedMatch,1,OMOP:40490870,Occlusive dressing technique,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227755,Midline Placement Confirmed by X-ray,skos:relatedMatch,1,OMOP:4161551,Midline,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227127,Indwelling (PortaCath) Port #1,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226110,IABP placed in outside facility,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:224289,Arterial line Site Appear,skos:broadMatch,1,OMOP:45766147,Appearance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:229476,PICC Line Power PICC,skos:relatedMatch,1,OMOP:4161814,Peripherally inserted central catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225772,Sheath Size,skos:relatedMatch,1,OMOP:4160628,Catheter sheath,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227357,Dialysis Catheter Dressing Occlusive,skos:relatedMatch,1,OMOP:40490870,Occlusive dressing technique,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:229540,Sheath Type,skos:relatedMatch,1,OMOP:4160628,Catheter sheath,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227124,Dialysis Catheter Type,skos:relatedMatch,1,OMOP:4265605,Dialysis catheter,semapv:LevenshteinEditDistance,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227760,Presep Catheter Placement Confirmed by X-ray,skos:broadMatch,1,OMOP:4052413,Central venous cannula insertion,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225747,PICC Line Discontinued,skos:relatedMatch,1,OMOP:4161814,Peripherally inserted central catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225342,IABP Zero/Calibrate,skos:relatedMatch,1,OMOP:4044874,Intra-aortic balloon pump,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225750,Trauma Line Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225744,Multi Lumen Line Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227125,Indwelling (PortaCath) Port Type,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:228293,IO Site Appearance,skos:broadMatch,1,OMOP:45766147,Appearance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227728,AVA Line Site Appear,skos:relatedMatch,1,OMOP:4300975,Line insertion site,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225722,Arterial Line Tip Cultured,skos:broadMatch,1,OMOP:4189544,Microbial culture,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225751,Triple Introducer Discontinued,skos:broadMatch,1,OMOP:4190104,Procedure discontinued,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:229882,CVL Biopatch,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:226110,IABP placed in outside facility,skos:broadMatch,1,OMOP:4060257,Insertion of intra-aortic balloon counterpulsation,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:225986,IABP Arterial Waveform Source,skos:broadMatch,1,OMOP:4269442,Waveform observable,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227359,Tunneled (Hickman) Dressing Occlusive,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
MIMIC4-to-OMOP,chartevents-d-items | Access Lines - Invasive,MIMIC4:227360,Indwelling Port (PortaCath) Dressing Occlusive,skos:relatedMatch,1,OMOP:4179206,Central venous catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-06-2024
