mapping_set_id,subject_category,subject_id,subject_label,predicate_id,confidence,object_id,object_label,mapping_justification,author_id,author_label,mapping_date
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000245,Agents | Heliox | % Helium,skos:relatedMatch,1,OMOP:19067073,helium,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000245,Agents | Heliox | % Helium,skos:relatedMatch,1,OMOP:36925201,helium 79 % / oxygen 21 % Gas for Inhalation [Heliox],semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000245,Agents | Heliox | % Helium,skos:relatedMatch,1,OMOP:44112046,Helium 0.05 % / Oxygen 0.05 % Gas for Inhalation [heliox],semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000245,Agents | Heliox | % Helium,skos:relatedMatch,1,OMOP:44112047,Helium 0.07 % / Oxygen 0.03 % Gas for Inhalation [heliox],semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000166,Agents | Heliox | Flow (L/min),skos:broadMatch,1,OMOP:4193645,Gas flow rate (v),semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000166,Agents | Heliox | Flow (L/min),skos:relatedMatch,1,OMOP:19067073,helium,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000250,Agents | Isoflurane | Inspired,skos:exactMatch,1,OMOP:4140152,Inspired isoflurane concentration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000219,Agents | N2O | Flow,skos:narrowMatch,1,OMOP:21490717,Fresh gas.nitrous oxide flow Gas delivery system,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000507,Agents | N2O | Mean (%),skos:broadMatch,1,OMOP:4108442,Nitrous oxide concentration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000009,Agents | N2O | N2O,skos:relatedMatch,1,OMOP:19021129,nitrous oxide,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000481,Agents | N2O | N2O Expired,skos:exactMatch,1,OMOP:4108443,Expired nitrous oxide concentration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000063,Agents | Neuro IOM | Neuro IOM,skos:narrowMatch,1,OMOP:21490624,Anesthetic agent.XXX Airway adaptor --at end expiration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000063,Agents | Neuro IOM | Neuro IOM,skos:narrowMatch,1,OMOP:21490804,Anesthetic agent.XXX Airway adaptor,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000063,Agents | Neuro IOM | Neuro IOM,skos:narrowMatch,1,OMOP:21490625,Anesthetic agent.XXX Airway adaptor --during inspiration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000063,Agents | Neuro IOM | Neuro IOM,skos:broadMatch,1,OMOP:4098799,Intraoperative neurophysiological monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000437,Agents | O2  | expired,skos:exactMatch,1,OMOP:4353937,Expired oxygen concentration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Agents,DelphiR2:B2AI:1000389,Agents | O2  | O2,skos:narrowMatch,1,OMOP:21490718,Fresh gas.oxygen flow Gas delivery system,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:AGGRESSIVE BEHAVIOR RISK ASSESSMENT TOOL (ABRAT),AGGRESSIVE BEHAVIOR RISK ASSESSMENT TOOL (ABRAT),skos:broadMatch,1,OMOP:4239759,Characteristic of aggressive behavior,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:AGGRESSIVE BEHAVIOR RISK ASSESSMENT TOOL (ABRAT),AGGRESSIVE BEHAVIOR RISK ASSESSMENT TOOL (ABRAT),skos:relatedMatch,1,OMOP:46272466,Assessment of aggressive behavior,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:AIR,AIR,skos:exactMatch,1,OMOP:19103572,air,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:AIRWAY RESISTANCE,AIRWAY RESISTANCE,skos:exactMatch,1,OMOP:21490740,Airway resistance,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:STATUS,AIRWAY STATUS,skos:exactMatch,1,OMOP:40771567,Airway status,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:ALARM SPO2,ALARM SPO2,skos:broadMatch,1,OMOP:4096101,Measurement of oxygen saturation at periphery,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:ALCHOHOL USE,ALCHOHOL USE,skos:exactMatch,1,OMOP:3027199,History of Alcohol use,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:ALDRETE SCORE (POST-ANESTHESIA RECOVERY),ALDRETE SCORE (POST-ANESTHESIA RECOVERY),skos:exactMatch,1,OMOP:37204082,Post Anesthetic Recovery score,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:ALTERNATIVE SAFETY MEASURES,ALTERNATIVE SAFETY MEASURES,skos:broadMatch,1,OMOP:4158958,Safety procedure,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:AMBULATION ASSISTANCE,AMBULATION ASSISTANCE,skos:broadMatch,1,OMOP:4158838,Ambulation therapy,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Domain,DelphiR2:ANESTHESIA,ANESTHESIA,skos:exactMatch,1,OMOP:4160439,Administration of anesthesia,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:APNEA,APNEA,skos:exactMatch,1,OMOP:321689,Apnea,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Subdomain,DelphiR2:ASSISTANCE,ASSISTANCE,skos:exactMatch,1,OMOP:4002726,Assisting,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,ASSISTANCE,DelphiR2:B2AI:1000034,ASSISTANCE | Ambulation assistance  | Ambulation assistance,skos:exactMatch,1,OMOP:4265052,Ambulating patient,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,ASSISTANCE,DelphiR2:B2AI:1000302,ASSISTANCE | ASSISTIVE DEVICE | ASSISTIVE DEVICE,skos:relatedMatch,1,OMOP:605931,Assistive device,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,ASSISTANCE,DelphiR2:B2AI:1000302,ASSISTANCE | ASSISTIVE DEVICE | ASSISTIVE DEVICE,skos:narrowMatch,1,OMOP:1761463,Assistive mobility devices used,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:ASSISTIVE DEVICE,ASSISTIVE DEVICE,skos:exactMatch,1,OMOP:605931,Assistive device,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:AWARENESS,AWARENESS,skos:exactMatch,1,OMOP:4207026,Cognitive function: awareness,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BARTHEL INDEX,BARTHEL INDEX,skos:exactMatch,1,OMOP:4167605,Barthel index,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BED MOBILITY LEVEL OF ASSISTANCE,BED MOBILITY LEVEL OF ASSISTANCE,skos:narrowMatch,1,OMOP:44812201,Resource Utilisation Groups - Activities of Daily Living Bed mobility score,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BED MOBILITY LEVEL OF ASSISTANCE,BED MOBILITY LEVEL OF ASSISTANCE,skos:broadMatch,1,OMOP:37016972,Assistance with mobility in bed,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BEDSIDE ULTRASOUND,BEDSIDE ULTRASOUND,skos:broadMatch,1,OMOP:4225060,Bedside testing,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BEHAVIOR/MOOD,BEHAVIOR/MOOD,skos:exactMatch,1,OMOP:3046430,Mood and behavior patterns section,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,BEHAVIOR/MOOD,DelphiR2:B2AI:1000464,BEHAVIOR/MOOD | BEHAVIOR/MOOD | BEHAVIOR/MOOD,skos:exactMatch,1,OMOP:3046430,Mood and behavior patterns section,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BILIARY DRAIN,BILIARY DRAIN,skos:narrowMatch,1,OMOP:45767888,Biliary catheter,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BILIARY DRAIN,BILIARY DRAIN,skos:narrowMatch,1,OMOP:4340105,Biliary drainage,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BLOOD GLUCOSE LEVEL,BLOOD GLUCOSE LEVEL,skos:exactMatch,1,OMOP:4144235,"Glucose measurement, blood",semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BLOOD PRESSURE,BLOOD PRESSURE,skos:narrowMatch,1,OMOP:3031203,Blood pressure panel,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BLOOD PRESSURE,BLOOD PRESSURE,skos:exactMatch,1,OMOP:4326744,Blood pressure,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BLOOD PRESSURE,BLOOD PRESSURE,skos:narrowMatch,1,OMOP:4046988,Blood pressure monitoring,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BLOOD PRESSURE,BLOOD PRESSURE,skos:narrowMatch,1,OMOP:40758413,Blood pressure systolic and diastolic,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BMI,BMI,skos:exactMatch,1,OMOP:3038553,Body mass index (BMI) [Ratio],semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BOWELS,BOWELS,skos:relatedMatch,1,OMOP:4091532,Bowel finding,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BOWELS SOUNDS,BOWELS SOUNDS,skos:exactMatch,1,OMOP:4337265,Bowel sounds,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BRADEN SCALE,BRADEN SCALE,skos:exactMatch,1,OMOP:21493166,Pressure injury risk level Braden scale,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:BRONCHIOLITIS,BRONCHIOLITIS,skos:exactMatch,1,OMOP:4165112,Bronchiolitis,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Bronchiolitis,DelphiR2:B2AI:1000205,Bronchiolitis | Bronchiolitis | WARME Assessment,skos:broadMatch,1,OMOP:4110275,Staging and scales,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Bronchiolitis,DelphiR2:B2AI:1000205,Bronchiolitis | Bronchiolitis | WARME Assessment,skos:relatedMatch,1,OMOP:4165112,Bronchiolitis,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Subdomain,DelphiR2:C-SSRS,C-SSRS,skos:exactMatch,1,OMOP:3655548,Columbia Suicide Severity Rating Scale,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,C-SSRS,DelphiR2:B2AI:1000307,C-SSRS | C-SSRS Score | C-SSRS Score,skos:exactMatch,1,OMOP:1002447,Columbia - suicide severity rating scale - lifetime recent [C-SSRS],semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,C-SSRS,DelphiR2:B2AI:1000209,C-SSRS | SUICIDAL THOUGHTS | SUICIDAL THOUGHTS,skos:exactMatch,1,OMOP:1002339,Suicidal ideation [C-SSRS],semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,C-SSRS,DelphiR2:B2AI:1000209,C-SSRS | SUICIDAL THOUGHTS | SUICIDAL THOUGHTS,skos:relatedMatch,1,OMOP:4273391,Suicidal thoughts,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:C-SSRS SCORE,C-SSRS SCORE,skos:broadMatch,1,OMOP:3655548,Columbia Suicide Severity Rating Scale,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:CAPILLARY REFILL,CAPILLARY REFILL,skos:exactMatch,1,OMOP:4089379,Capillary refill,semapv:LexicalMatching,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Subdomain,DelphiR2:CARDIAC,CARDIAC,skos:exactMatch,1,OMOP:4149475,Cardiac measure,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000277,CARDIAC | CENTRAL VENOUS PRESSURE (CVR) | CENTRAL VENOUS PRESSURE (CVR),skos:exactMatch,1,OMOP:21490675,Central venous pressure (CVP),semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000317,CARDIAC | IINTERVAL | PR Interval,skos:exactMatch,1,OMOP:4064624,PR interval feature,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000230,CARDIAC | IINTERVAL | QRS Interval,skos:relatedMatch,1,OMOP:3022022,QRS duration,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000230,CARDIAC | IINTERVAL | QRS Interval,skos:exactMatch,1,OMOP:4218048,QRS interval,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000057,CARDIAC | IINTERVAL | QT Interval,skos:exactMatch,1,OMOP:4216826,QT interval feature,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000328,CARDIAC | IINTERVAL | QTS Interval,skos:exactMatch,1,OMOP:3026258,Q-T interval corrected,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000153,CARDIAC | MONITOR | Cardiac Monitor,skos:relatedMatch,1,OMOP:45765560,Cardiovascular monitor,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000479,CARDIAC | Pulse contour analysis |  Cardiac INDEX (CI),skos:broadMatch,1,OMOP:4208254,Cardiac index,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000479,CARDIAC | Pulse contour analysis |  Cardiac INDEX (CI),skos:relatedMatch,1,OMOP:40483580,Monitoring of cardiac output using pulse contour analysis,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000054,CARDIAC | Pulse contour analysis | Cardiac OUTPUT (CO),skos:exactMatch,1,OMOP:40483580,Monitoring of cardiac output using pulse contour analysis,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000054,CARDIAC | Pulse contour analysis | Cardiac OUTPUT (CO),skos:broadMatch,1,OMOP:4221102,Cardiac output,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000074,CARDIAC | Pulse contour analysis | STROKE VOLUME,skos:broadMatch,1,OMOP:4231869,Stroke volume,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000435,CARDIAC | Pulse contour analysis | SVR,skos:broadMatch,1,OMOP:3035146,Systemic vascular Resistance,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000501,CARDIAC | RHYTHM | Cariac Rhythm,skos:exactMatch,1,OMOP:4238443,Feature of heart rhythm,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000501,CARDIAC | RHYTHM | Cariac Rhythm,skos:narrowMatch,1,OMOP:4091457,Cardiac rhythm type,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000409,CARDIAC | RHYTHM | DEFIB Rhythm,skos:broadMatch,1,OMOP:4138751,Cardioverter defibrillator procedure,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000409,CARDIAC | RHYTHM | DEFIB Rhythm,skos:relatedMatch,1,OMOP:44784217,Cardiac arrhythmia,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000221,CARDIAC | RHYTHM | PRE-DEFIB Rhythm,skos:broadMatch,1,OMOP:4138751,Cardioverter defibrillator procedure,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000221,CARDIAC | RHYTHM | PRE-DEFIB Rhythm,skos:relatedMatch,1,OMOP:44784217,Cardiac arrhythmia,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000023,CARDIAC | SIGNS/SYMTOMS | Cardiac Signs & Symptoms,skos:broadMatch,1,OMOP:3004956,Physical findings of Heart,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000023,CARDIAC | SIGNS/SYMTOMS | Cardiac Signs & Symptoms,skos:relatedMatch,1,OMOP:4023995,Cardiovascular finding,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,CARDIAC,DelphiR2:B2AI:1000223,CARDIAC | SOUNDS | Cardiac Sounds,skos:exactMatch,1,OMOP:4051958,Heart sound,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:ALARM,CARDIAC ALARM,skos:broadMatch,1,OMOP:4220345,Alarm,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Data-Group,DelphiR2:CENTRAL VENOUS PRESSURE (CVR),CENTRAL VENOUS PRESSURE (CVR),skos:exactMatch,1,OMOP:21490675,Central venous pressure (CVP),semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000032,Chest Tube | Chest Tube | Air Leak,skos:relatedMatch,1,OMOP:4121351,Chest drain,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000375,Chest Tube | Chest Tube | Function,skos:relatedMatch,1,OMOP:4121351,Chest drain,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000327,Chest Tube | Chest Tube | Output,skos:relatedMatch,1,OMOP:4121351,Chest drain,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000327,Chest Tube | Chest Tube | Output,skos:exactMatch,1,OMOP:3026556,Fluid output chest tube,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000071,Chest Tube | Chest Tube | Removal Date,skos:relatedMatch,1,OMOP:4232096,Date of procedure,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000071,Chest Tube | Chest Tube | Removal Date,skos:broadMatch,1,OMOP:4030842,Intercostal drain removal,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
DelphiR2DataElements-to-OMOP,Chest Tube,DelphiR2:B2AI:1000337,Chest Tube | Chest Tube | Removal Time,skos:broadMatch,1,OMOP:4030842,Intercostal drain removal,semapv:ManualMappingCuration,0000-0003-4147-1485,Polina Talapova,02-20-2024
